,,,,Independent Variable Independent Variable camera,Independent Variable Independent Variable comments_video,Independent Variable Independent Variable family,Independent Variable Independent Variable id,Independent Variable Independent Variable Missed samples %,Independent Variable Independent Variable Recording after,Independent Variable Independent Variable start (s),Independent Variable Independent Variable Subject not found %,Independent Variable Independent Variable Video file,Independent Variable Independent Variable week,Distance moved center-point Total cm,Velocity center-point Mean cm/s,Movement Moving / center-point Cumulative Duration s,Movement Not Moving / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration s,In zone cue / center-point Cumulative Duration %,In zone blank / center-point Cumulative Duration s,In zone blank / center-point Cumulative Duration %,Mobility Body fill Mean %,Mobility state Highly mobile Cumulative Duration s,Mobility state Mobile Cumulative Duration s,Mobility state Immobile Cumulative Duration s
5 minutes,Trial    31,Arena 4,In blank,A,spider on the walls sometimes,BS7,S7_05,0.0 %,+ 00:02:10.077,130,25.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"0,476109","0,0504366","1,03997","8,39979",0,0,"9,51976","1,58624","6,35985",0,"5,03987","4,39989"
5 minutes,Trial    31,Arena 5,In cue,A,nc,BM1,M1_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"23,5478","0,123007","45,4389","145,916","191,515","31,9115",0,0,"4,88074","0,479988","49,8388","141,116"
5 minutes,Trial    31,Arena 5,In blank,A,nc,BM1,M1_04,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"9,71692","0,0895096","23,9994","84,5579",0,0,"108,557","18,0885","5,13077",0,"40,159","68,3983"
5 minutes,Trial    31,Arena 6,In cue,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"45,8438","0,153143","92,6377","206,715","299,433","49,8934",0,0,"9,30073","0,959976","269,993","28,3993"
5 minutes,Trial    31,Arena 6,In blank,A,nc,BQ1,Q1_06,0.0 %,+ 00:02:10.077,130,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730001.MP4,3,"0,594464","0,928874","0,639984",0,0,0,"0,639984","0,106638","17,6153",0,"0,639984",0
5 minutes,Trial    32,Arena 1,In cue,B,nc,BM2,BM2_04,0.0 %,+ 00:03:30.075,210,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"13,9392","0,0466891","9,43976","289,113","298,633","49,7601",0,0,"8,19959",0,"273,353","25,1994"
5 minutes,Trial    32,Arena 1,In blank,B,nc,BM2,BM2_04,0.0 %,+ 00:03:30.075,210,0.2 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    32,Arena 2,In cue,B,nc,BQ3,BQ3_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"8,42189","0,0280737","0,159996","299,833","300,072",50,0,0,"7,21415",0,"256,474","43,5189"
5 minutes,Trial    32,Arena 2,In blank,B,nc,BQ3,BQ3_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    32,Arena 3,In cue,B,nc,BS4,S4_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"6,9446","0,0987595","8,1598","62,1584","70,3182","11,7169",0,0,"9,58739","0,239994","61,9984","8,0798"
5 minutes,Trial    32,Arena 3,In blank,B,nc,BS4,S4_05,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"21,8446","0,0951114","28,6393","200,955",0,0,"229,754","38,2831","9,3573","1,43996","191,675","36,5591"
5 minutes,Trial    32,Arena 4,In cue,B,nc,BS3,S3_04,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    32,Arena 4,In blank,B,nc,BS3,S3_04,0.0 %,+ 00:03:30.075,210,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"8,97434","0,0299152","1,35997","298,633",0,0,"300,072",50,"6,0931",0,"230,874","69,1183"
5 minutes,Trial    32,Arena 5,In cue,B,nc,BL2,BL2_06,0.0 %,+ 00:03:30.075,210,20.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"9,84527","0,0876559","9,27977","103,357","112,717","18,7817",0,0,"9,2824","0,639984","83,8379","28,1593"
5 minutes,Trial    32,Arena 5,In blank,B,nc,BL2,BL2_06,0.0 %,+ 00:03:30.075,210,20.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"7,81939","0,0562075","26,8793","115,037",0,0,"144,876","24,1402","8,39234",0,"103,197","39,119"
5 minutes,Trial    32,Arena 6,In cue,B,spider on the walls sometimes,BS11,BS11_04,0.0 %,+ 00:03:30.075,210,1.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"18,0725","0,24529","30,3992","43,2789","73,6782","12,2767",0,0,"6,70111","0,639984","33,1992","39,839"
5 minutes,Trial    32,Arena 6,In blank,B,spider on the walls sometimes,BS11,BS11_04,0.0 %,+ 00:03:30.075,210,1.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710001.MP4,3,"16,336","0,072183","45,7589","180,555",0,0,"226,394","37,7233","4,38816","0,239994","57,3586","168,716"
5 minutes,Trial    33,Arena 1,In cue,A,spider on the walls sometimes,BM1,M1_05,0.0 %,+ 00:02:55.036,175,99.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"36,5184","25,3606","1,91995",0,"1,99995","0,333244",0,0,"57,8471","0,879978","1,03997",0
5 minutes,Trial    33,Arena 1,In blank,A,spider on the walls sometimes,BM1,M1_05,0.0 %,+ 00:02:55.036,175,99.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"0,0659689","0,164926","0,559986","0,079998",0,0,"0,719982","0,119968","7,24979",0,"0,559986","0,079998"
5 minutes,Trial    33,Arena 2,In cue,A,nc,BS6,S6_13,0.0 %,+ 00:02:55.036,175,67.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    33,Arena 2,In blank,A,nc,BS6,S6_13,0.0 %,+ 00:02:55.036,175,67.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"15,2762","10,6087","1,43996","0,639984",0,0,"2,55994","0,426553","23,0949","0,39999","1,11997","0,559986"
5 minutes,Trial    33,Arena 3,In cue,A,nc,BS3,S3_05,0.0 %,+ 00:02:55.036,175,99.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"5,89057","3,20148","2,15995","0,079998","2,31994","0,386564",0,0,"26,9384",0,"2,07995","0,159996"
5 minutes,Trial    33,Arena 3,In blank,A,nc,BS3,S3_05,0.0 %,+ 00:02:55.036,175,99.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"3,5133","8,78346","0,559986",0,0,0,"0,719982","0,119968","51,3418","0,159996","0,39999","0,079998"
5 minutes,Trial    33,Arena 4,In cue,A,spider on the walls sometimes,BS7,S7_11,0.0 %,+ 00:02:55.036,175,48.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"51,8998","0,398748","50,0787","82,3979","133,357","22,2207",0,0,"20,7718","12,0797","62,0784","58,3185"
5 minutes,Trial    33,Arena 4,In blank,A,spider on the walls sometimes,BS7,S7_11,0.0 %,+ 00:02:55.036,175,48.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"18,0896","0,267289","16,7196","51,5987",0,0,"68,7983","11,4636","16,6009","4,47989","44,4789","19,3595"
5 minutes,Trial    33,Arena 5,In cue,A,spider on the walls sometimes,BQ1,Q1_08,0.0 %,+ 00:02:55.036,175,48.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"3,87172","0,0129061","0,559986","299,433","300,072",50,0,0,"3,14806",0,"19,1195","280,873"
5 minutes,Trial    33,Arena 5,In blank,A,spider on the walls sometimes,BQ1,Q1_08,0.0 %,+ 00:02:55.036,175,48.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    33,Arena 6,In cue,A,spider dead,BS11,BS11_05,0.0 %,+ 00:02:55.036,175,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    33,Arena 6,In blank,A,spider dead,BS11,BS11_05,0.0 %,+ 00:02:55.036,175,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730002.MP4,3,"37,9899","0,126636","130,157","169,836",0,0,"300,072",50,"4,51948",0,"66,6383","233,354"
5 minutes,Trial    34,Arena 1,In cue,B,spider on the walls sometimes,BS4,S4_06,0.0 %,+ 00:02:45.036,165,67.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"9,7995","3,14095","3,9199","0,079998","4,1599","0,693148",0,0,"62,0361","1,83995","2,15995",0
5 minutes,Trial    34,Arena 1,In blank,B,spider on the walls sometimes,BS4,S4_06,0.0 %,+ 00:02:45.036,165,67.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"1,93979","1,01033","0,79998","1,43996",0,0,"2,39994","0,399893","19,3568","0,239994","1,75996","0,239994"
5 minutes,Trial    34,Arena 2,In cue,B,spider dead,BS9,S9_06,0.0 %,+ 00:02:45.036,165,34.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"8,16658","12,7606","0,879978",0,"1,27997","0,213276",0,0,"65,2098","0,559986","0,319992",0
5 minutes,Trial    34,Arena 2,In blank,B,spider dead,BS9,S9_06,0.0 %,+ 00:02:45.036,165,34.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"52,769","0,43113","41,039","83,3579",0,0,"125,677","20,9411","11,6916","1,19997","101,117","22,0794"
5 minutes,Trial    34,Arena 3,In cue,B,nc,BQ3,BQ3_06,0.0 %,+ 00:02:45.036,165,14.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"27,4857","0,129751","14,9596","197,275","212,395","35,3906",0,0,"9,32293","2,55994","171,516","38,159"
5 minutes,Trial    34,Arena 3,In blank,B,nc,BQ3,BQ3_06,0.0 %,+ 00:02:45.036,165,14.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"19,2488","6,68377","3,27992","0,079998",0,0,"3,67991","0,61317","66,8237","1,91995","1,35997","0,079998"
5 minutes,Trial    34,Arena 4,In cue,B,spider on the walls sometimes,BL2,BL2_09,0.0 %,+ 00:02:45.036,165,26.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"24,0478","7,33184","4,71988",0,"6,63983","1,10637",0,0,"76,2996","3,27992","1,35997","0,159996"
5 minutes,Trial    34,Arena 4,In blank,B,spider on the walls sometimes,BL2,BL2_09,0.0 %,+ 00:02:45.036,165,26.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"52,7455","0,386254","41,759","100,877",0,0,"144,956","24,1536","12,6572","2,07995","120,957","19,9195"
5 minutes,Trial    34,Arena 5,In cue,B,nc,BM2,BM2_05,0.0 %,+ 00:02:45.036,165,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    34,Arena 5,In blank,B,nc,BM2,BM2_05,0.0 %,+ 00:02:45.036,165,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"9,13028","0,030435","14,7196","285,273",0,0,"300,072",50,"6,02374",0,"164,796","135,197"
5 minutes,Trial    34,Arena 6,In cue,B,nc,BS8,S8_05,0.0 %,+ 00:02:45.036,165,14.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"52,6362","0,280226","13,4397","178,316","193,755","32,2847",0,0,"7,99688","2,23994","124,077","65,8384"
5 minutes,Trial    34,Arena 6,In blank,B,nc,BS8,S8_05,0.0 %,+ 00:02:45.036,165,14.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710002.MP4,3,"17,301","0,74319","5,19987","18,7995",0,0,"24,2394","4,03892","11,8432","1,19997","16,0796","6,71983"
5 minutes,Trial    35,Arena 1,In cue,A,nc,BS11,BS11_06,0.0 %,+ 00:02:05.037,125,10.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"3,82829","0,0392252","2,15995","95,4376","97,6776","16,2757",0,0,"5,14322","0,239994","23,1194","74,2381"
5 minutes,Trial    35,Arena 1,In blank,A,nc,BS11,BS11_06,0.0 %,+ 00:02:05.037,125,10.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"18,8683","0,0942683","16,8796","183,915",0,0,"201,115","33,5111","10,1407","0,39999","166,796","33,5992"
5 minutes,Trial    35,Arena 2,In cue,A,nc,BS9,S9_07,0.0 %,+ 00:02:05.037,125,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"6,98693","0,0232903","0,879978","299,113","300,072",50,0,0,"6,06366",0,"196,875","103,117"
5 minutes,Trial    35,Arena 2,In blank,A,nc,BS9,S9_07,0.0 %,+ 00:02:05.037,125,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    35,Arena 3,In cue,A,spider on the walls sometimes,BS7,S7_15,0.0 %,+ 00:02:05.037,125,13.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"30,3212","0,55332","16,7196","39,919","57,4386","9,57078",0,0,"20,9689","6,47984","31,0392","19,1195"
5 minutes,Trial    35,Arena 3,In blank,A,spider on the walls sometimes,BS7,S7_15,0.0 %,+ 00:02:05.037,125,13.8 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"42,0586","0,219061","26,1593","169,276",0,0,"199,035","33,1645","6,47523","4,1599","63,1184","128,157"
5 minutes,Trial    35,Arena 4,In cue,A,spider on the walls sometimes,BQ1,Q1_09,0.0 %,+ 00:02:05.037,125,64.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    35,Arena 4,In blank,A,spider on the walls sometimes,BQ1,Q1_09,0.0 %,+ 00:02:05.037,125,64.3 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    35,Arena 5,In cue,A,nc,BS8,S8_06,0.0 %,+ 00:02:05.037,125,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"2,99801","0,0099936",0,"299,993","300,072",50,0,0,"2,3713",0,"6,39984","293,593"
5 minutes,Trial    35,Arena 5,In blank,A,nc,BS8,S8_06,0.0 %,+ 00:02:05.037,125,0.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    35,Arena 6,In cue,A,spider on the walls sometimes,BS6,S6_15,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"16,7998","0,107473","59,9185","96,3976","156,316","26,0464",0,0,"4,21414",0,"21,8395","134,477"
5 minutes,Trial    35,Arena 6,In blank,A,spider on the walls sometimes,BS6,S6_15,0.0 %,+ 00:02:05.037,125,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\16-18;173RDPHH\S1730003.MP4,3,"13,9422","0,0970388","65,6784","77,998",0,0,"143,756","23,9536","4,02971",0,"21,0395","122,637"
5 minutes,Trial    36,Arena 1,In cue,B,spider on the walls sometimes,BS3,S3_06,0.0 %,+ 00:02:40.076,160,61.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"0,534704","0,417748","2,23994","0,319992","3,43991","0,57318",0,0,"29,7816","0,079998","2,55994",0
5 minutes,Trial    36,Arena 1,In blank,B,spider on the walls sometimes,BS3,S3_06,0.0 %,+ 00:02:40.076,160,61.9 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"0,185374","1,15862","0,39999",0,0,0,"0,879978","0,146628","76,3561","0,079998","0,319992",0
5 minutes,Trial    36,Arena 2,In cue,B,nc,BQ3,BQ3_09,0.0 %,+ 00:02:40.076,160,99.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
5 minutes,Trial    36,Arena 2,In blank,B,nc,BQ3,BQ3_09,0.0 %,+ 00:02:40.076,160,99.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"0,0212959","0,266206","0,319992",0,0,0,"0,39999","0,0666489","20,4301",0,"0,319992",0
5 minutes,Trial    36,Arena 3,In cue,B,nc,BS4,S4_07,0.0 %,+ 00:02:40.076,160,1.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"3,64925","0,137815","6,95983","21,1995","29,6793","4,94535",0,0,"12,9391","0,319992","20,7195","7,11982"
5 minutes,Trial    36,Arena 3,In blank,B,nc,BS4,S4_07,0.0 %,+ 00:02:40.076,160,1.4 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"10,5276","0,0394008","5,51986","261,913",0,0,"267,513","44,5748","8,67347",0,"256,874","10,5597"
5 minutes,Trial    36,Arena 4,In cue,B,spider on the walls sometimes,BM1,M1_06,0.0 %,+ 00:02:40.076,160,9.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"117,79","0,658795","37,7591","148,556","190,235","31,6982",0,0,"8,69947","4,23989","79,598","102,717"
5 minutes,Trial    36,Arena 4,In blank,B,spider on the walls sometimes,BM1,M1_06,0.0 %,+ 00:02:40.076,160,9.1 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"24,4503","0,237295","14,8796","90,7177",0,0,"106,157","17,6886","7,84895","1,35997","67,1183","37,2791"
5 minutes,Trial    36,Arena 5,In cue,B,spider on the walls sometimes,BL2,BL2_10,0.0 %,+ 00:02:40.076,160,20.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"45,7063","1,46498","21,0395","15,4396","38,639","6,43828",0,0,"35,2875","6,39984","26,5593","3,59991"
5 minutes,Trial    36,Arena 5,In blank,B,spider on the walls sometimes,BL2,BL2_10,0.0 %,+ 00:02:40.076,160,20.5 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"46,7543","0,201324","34,3191","198,155",0,0,"232,634","38,763","11,1604","7,11982","121,997","103,357"
5 minutes,Trial    36,Arena 6,In cue,B,spider on the walls sometimes,BM2,BM2_06,0.0 %,+ 00:02:40.076,160,8.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"7,71334","0,0999162","13,6797","63,5184","77,2781","12,8766",0,0,"9,18536","0,39999","51,2787","25,5194"
5 minutes,Trial    36,Arena 6,In blank,B,spider on the walls sometimes,BM2,BM2_06,0.0 %,+ 00:02:40.076,160,8.6 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\16-18;171RDPHH\S1710003.MP4,3,"12,3176","0,0552867","15,0396","207,755",0,0,"222,794","37,1234","7,61073","0,639984","167,196","54,9586"
10 minutes,Trial    25,Arena 1,In cue,A,nc,BS3,S3_01,0.0 %,+ 00:01:30.078,90,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"2,13304","8,8879","0,239994",0,"0,239994","0,0399893",0,0,"37,4596","0,079998","0,079998","0,079998"
10 minutes,Trial    25,Arena 1,In blank,A,nc,BS3,S3_01,0.0 %,+ 00:01:30.078,90,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"19,5876","0,0326555","2,23994","597,585",0,0,"599,905","99,96","6,12413","0,479988","419,91","179,436"
10 minutes,Trial    25,Arena 2,In cue,A,nc,BS4,S4_01,0.0 %,+ 00:01:30.078,90,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"28,4508","0,0491085","9,59976","570,946","580,945","96,8009",0,0,"6,25297","1,91995","361,991","216,635"
10 minutes,Trial    25,Arena 2,In blank,A,nc,BS4,S4_01,0.0 %,+ 00:01:30.078,90,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"5,22139","0,327985","12,7197","3,43991",0,0,"16,7996","2,79925","22,352","0,639984","15,5196",0
10 minutes,Trial    25,Arena 3,In cue,A,spider dead,BQ1,Q1_01,0.0 %,+ 00:01:30.078,90,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    25,Arena 3,In blank,A,spider dead,BQ1,Q1_01,0.0 %,+ 00:01:30.078,90,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    25,Arena 4,In cue,A,nc,BM1,M1_01,0.0 %,+ 00:01:30.078,90,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"6,34054","0,0105664","0,159996","599,905","600,145",100,0,0,"2,50502",0,"9,19977","590,865"
10 minutes,Trial    25,Arena 4,In blank,A,nc,BM1,M1_01,0.0 %,+ 00:01:30.078,90,0.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    25,Arena 5,In cue,A,nc,BQ3,BQ3_07,0.0 %,+ 00:01:30.078,90,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"0,151108","0,236112","0,559986","0,079998","0,639984","0,106638",0,0,"7,06105",0,"0,559986","0,079998"
10 minutes,Trial    25,Arena 5,In blank,A,nc,BQ3,BQ3_07,0.0 %,+ 00:01:30.078,90,0.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,"49,7862","0,0837496","53,8387","542,066",0,0,"596,625","99,4135","6,02553","0,959976","346,391","248,554"
10 minutes,Trial    25,Arena 6,In cue,A,spider dead,BM2,BM2_01,0.0 %,+ 00:01:30.078,90,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    25,Arena 6,In blank,A,spider dead,BM2,BM2_01,0.0 %,+ 00:01:30.078,90,100.0 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\A\DCIM\13-15;172RDPHH\S1720001.MP4,3,-,-,-,-,-,-,-,-,-,-,-,-
10 minutes,Trial    26,Arena 1,In cue,B,nc,BS8,S8_01,0.0 %,+ 00:03:10.075,190,18.7 %,D:\TME Project\Documents\EthoVision XT\Experiments\Videos 2019\B\DCIM\13-15;170RDPHH\S1700001.MP4,3,"8,7246","0,0820001","4,55989","101,837","106,477","17,7419",0,0,"7,33944","1,11997","51,7587","53,5187"
